Claim_ID,Return_Description,Text_Length,Urgency_Level,Customer_Type,Previous_Return_Count,Claim_Amount,Payment_Method,Image_Provided,Fraud_Label,Return_Description_Clean,Description_Length,Description_Word_Count,Fraud_Keyword_Count,Urgency_Score
775,Wrong product received,263,High,Frequent,2,35.44,Net Banking,Yes,Fraud,Wrong product received,22,3,0,3
776,Missing parts,287,High,New,1,295.3,Net Banking,Yes,Legitimate,Missing parts,13,2,0,3
777,Wrong product received,206,Low,Frequent,3,1193.97,Net Banking,Yes,Legitimate,Wrong product received,22,3,0,1
778,Color mismatch,275,Medium,Frequent,10,1887.02,UPI,No,Fraud,Color mismatch,14,2,0,2
779,Missing parts,281,Medium,Returning,7,224.99,UPI,No,Fraud,Missing parts,13,2,0,2
780,Changed my mind,88,Low,New,0,1662.32,Net Banking,Yes,Legitimate,Changed my mind,15,3,0,1
781,Color mismatch,187,Low,Frequent,9,1250.23,Credit Card,No,Fraud,Color mismatch,14,2,0,1
782,Changed my mind,170,High,VIP,7,1014.54,Cash on Delivery,No,Legitimate,Changed my mind,15,3,0,3
783,Item arrived damaged,240,Low,VIP,7,635.97,Net Banking,No,Fraud,Item arrived damaged,20,3,0,1
784,Item arrived damaged,36,Low,Frequent,2,988.04,Debit Card,No,Fraud,Item arrived damaged,20,3,0,1
785,Missing parts,76,High,VIP,10,1112.03,Cash on Delivery,No,Fraud,Missing parts,13,2,0,3
786,Fake product received,100,High,New,6,534.15,Cash on Delivery,No,Fraud,Fake product received,21,3,1,3
787,Size does not fit,184,Low,New,9,99.79,UPI,No,Legitimate,Size does not fit,17,4,0,1
788,Defective after one use,214,Low,VIP,5,1983.97,Net Banking,No,Legitimate,Defective after one use,23,4,0,1
789,Changed my mind,146,Low,Frequent,9,179.03,Credit Card,No,Legitimate,Changed my mind,15,3,0,1
790,Defective after one use,106,Low,Frequent,0,927.21,Net Banking,No,Fraud,Defective after one use,23,4,0,1
791,Item arrived damaged,260,High,New,5,761.7,Net Banking,No,Legitimate,Item arrived damaged,20,3,0,3
792,Missing parts,71,High,Returning,5,998.5,UPI,Yes,Fraud,Missing parts,13,2,0,3
793,Defective after one use,243,Low,VIP,10,1696.19,Credit Card,Yes,Fraud,Defective after one use,23,4,0,1
794,Size does not fit,44,Medium,VIP,3,1252.9,Credit Card,Yes,Fraud,Size does not fit,17,4,0,2
795,Size does not fit,54,High,VIP,6,427.38,Credit Card,No,Fraud,Size does not fit,17,4,0,3
796,Color mismatch,296,Medium,Returning,6,810.58,Cash on Delivery,No,Legitimate,Color mismatch,14,2,0,2
797,Item arrived damaged,284,Low,VIP,3,1325.0,Net Banking,No,Fraud,Item arrived damaged,20,3,0,1
798,Package was empty,50,High,Returning,5,930.35,Debit Card,Yes,Fraud,Package was empty,17,3,0,3
799,Color mismatch,230,Medium,New,10,415.08,Net Banking,No,Fraud,Color mismatch,14,2,0,2
800,Product not as described,151,High,Returning,6,484.58,Debit Card,Yes,Legitimate,Product not as described,24,4,0,3
801,Changed my mind,178,Medium,VIP,8,1982.67,Net Banking,Yes,Legitimate,Changed my mind,15,3,0,2
802,Product not as described,159,Low,New,4,1581.44,UPI,Yes,Legitimate,Product not as described,24,4,0,1
803,Missing parts,30,Low,New,5,1207.18,Credit Card,No,Fraud,Missing parts,13,2,0,1
804,Wrong product received,223,High,Returning,3,232.75,Cash on Delivery,Yes,Fraud,Wrong product received,22,3,0,3
805,Missing parts,66,Low,New,5,665.28,Cash on Delivery,No,Legitimate,Missing parts,13,2,0,1
806,Color mismatch,131,Low,New,2,436.08,UPI,No,Fraud,Color mismatch,14,2,0,1
807,Size does not fit,48,Medium,Frequent,1,639.81,Net Banking,No,Legitimate,Size does not fit,17,4,0,2
808,Size does not fit,94,Medium,VIP,5,1644.52,Credit Card,Yes,Legitimate,Size does not fit,17,4,0,2
809,Changed my mind,149,High,VIP,4,1281.51,UPI,Yes,Legitimate,Changed my mind,15,3,0,3
810,Missing parts,218,Low,VIP,4,608.77,Debit Card,No,Legitimate,Missing parts,13,2,0,1
811,Product not as described,244,High,Frequent,10,818.51,Credit Card,No,Legitimate,Product not as described,24,4,0,3
812,Missing parts,261,High,VIP,5,1437.6,Credit Card,Yes,Fraud,Missing parts,13,2,0,3
813,Fake product received,53,Medium,VIP,9,1461.17,Cash on Delivery,No,Fraud,Fake product received,21,3,1,2
814,Item arrived damaged,46,High,Returning,10,892.38,Debit Card,Yes,Fraud,Item arrived damaged,20,3,0,3
815,Changed my mind,176,Medium,New,1,324.07,Cash on Delivery,Yes,Fraud,Changed my mind,15,3,0,2
816,Defective after one use,251,Medium,Returning,4,355.22,Cash on Delivery,No,Fraud,Defective after one use,23,4,0,2
817,Changed my mind,63,Medium,Frequent,2,793.05,Net Banking,Yes,Legitimate,Changed my mind,15,3,0,2
818,Item arrived damaged,137,Low,VIP,3,530.95,Debit Card,Yes,Fraud,Item arrived damaged,20,3,0,1
819,Package was empty,239,High,Frequent,2,187.23,UPI,Yes,Legitimate,Package was empty,17,3,0,3
820,Item arrived damaged,289,Medium,VIP,10,993.36,Debit Card,Yes,Legitimate,Item arrived damaged,20,3,0,2
821,Size does not fit,167,High,VIP,6,269.1,Debit Card,Yes,Fraud,Size does not fit,17,4,0,3
822,Changed my mind,234,Low,VIP,2,67.26,UPI,Yes,Fraud,Changed my mind,15,3,0,1
823,Changed my mind,209,High,VIP,1,30.54,Debit Card,No,Fraud,Changed my mind,15,3,0,3
824,Changed my mind,216,High,VIP,9,519.89,Credit Card,Yes,Legitimate,Changed my mind,15,3,0,3
825,Defective after one use,140,Medium,Frequent,9,1879.25,Cash on Delivery,Yes,Legitimate,Defective after one use,23,4,0,2
826,Size does not fit,278,High,VIP,4,1955.27,UPI,Yes,Legitimate,Size does not fit,17,4,0,3
827,Package was empty,111,Medium,Returning,8,990.75,UPI,No,Legitimate,Package was empty,17,3,0,2
828,Wrong product received,182,High,VIP,2,528.21,UPI,Yes,Legitimate,Wrong product received,22,3,0,3
829,Missing parts,163,High,Frequent,6,573.02,UPI,No,Fraud,Missing parts,13,2,0,3
830,Color mismatch,104,Medium,VIP,2,1115.79,Net Banking,Yes,Legitimate,Color mismatch,14,2,0,2
831,Product not as described,47,Low,Returning,0,945.79,Debit Card,No,Fraud,Product not as described,24,4,0,1
832,Wrong product received,273,Low,VIP,5,1977.75,Cash on Delivery,No,Fraud,Wrong product received,22,3,0,1
833,Missing parts,77,High,Returning,1,705.71,Debit Card,No,Legitimate,Missing parts,13,2,0,3
834,Product not as described,280,Medium,Returning,9,1996.03,Credit Card,Yes,Fraud,Product not as described,24,4,0,2
835,Wrong product received,146,Medium,New,5,61.66,Credit Card,No,Fraud,Wrong product received,22,3,0,2
836,Package was empty,74,Medium,Returning,0,171.32,Net Banking,No,Fraud,Package was empty,17,3,0,2
837,Package was empty,22,Medium,New,10,1248.51,Net Banking,No,Legitimate,Package was empty,17,3,0,2
838,Changed my mind,44,High,Frequent,5,1598.31,Credit Card,No,Legitimate,Changed my mind,15,3,0,3
839,Color mismatch,150,Low,Returning,6,187.48,Debit Card,Yes,Fraud,Color mismatch,14,2,0,1
840,Color mismatch,165,High,Returning,1,604.11,Net Banking,No,Legitimate,Color mismatch,14,2,0,3
841,Defective after one use,69,Medium,Returning,7,896.43,Net Banking,No,Fraud,Defective after one use,23,4,0,2
842,Package was empty,236,Low,VIP,5,1231.6,Net Banking,No,Legitimate,Package was empty,17,3,0,1
843,Item arrived damaged,282,Medium,VIP,10,456.22,Debit Card,No,Legitimate,Item arrived damaged,20,3,0,2
844,Size does not fit,259,Medium,New,7,607.78,Debit Card,No,Legitimate,Size does not fit,17,4,0,2
845,Fake product received,238,Medium,New,8,162.3,Credit Card,Yes,Fraud,Fake product received,21,3,1,2
846,Color mismatch,68,Medium,Frequent,5,517.17,Credit Card,Yes,Legitimate,Color mismatch,14,2,0,2
847,Missing parts,111,Low,VIP,0,175.75,UPI,No,Fraud,Missing parts,13,2,0,1
848,Missing parts,155,Medium,Returning,3,378.32,Cash on Delivery,No,Legitimate,Missing parts,13,2,0,2
849,Color mismatch,293,Low,New,6,242.19,Debit Card,No,Fraud,Color mismatch,14,2,0,1
850,Color mismatch,269,Medium,Frequent,10,1926.65,Net Banking,No,Legitimate,Color mismatch,14,2,0,2
